"Portal","Job Title","Company","URL","About the job","Pay","Location","Summary","Requirements","Responsibilities","Benefits","Scraped At"
"USAJOBS","Polygraph Examiner","Central Intelligence Agency","https://www.usajobs.gov:443/job/757422900","Polygraph Examiners assess the credibility of individuals as part of the personnel security process, determine eligibility for access to classified information, and interpret physiological data.","$70506-$131826 PA","Washington, District of Columbia","Polygraph Examiners assess the credibility of individuals as part of the personnel security process, determine eligibility for access to classified information, and interpret physiological data.","","","","2026-08-10T09:36:00.465240+00:00"
"USAJOBS","Psychiatrist","Central Intelligence Agency","https://www.usajobs.gov:443/job/757426600","Psychiatrists help the CIA mission where it intersects with psychiatric and broader behavioral issues and provide medical care to Agency employees, dependents, and other Agency sponsored people.","$335000-$335000 PA","Washington, District of Columbia","Psychiatrists help the CIA mission where it intersects with psychiatric and broader behavioral issues and provide medical care to Agency employees, dependents, and other Agency sponsored people.","","","","2026-08-10T09:36:00.465949+00:00"
"USAJOBS","Support Integration Officer (Deployed Support Officer)","Central Intelligence Agency","https://www.usajobs.gov:443/job/757435200","Support Integration Officers provide global operational support, including budget, logistics, and human resources to resolve tactical issues and create location-specific processes.","$75972-$100097 PA","Washington, District of Columbia","Support Integration Officers provide global operational support, including budget, logistics, and human resources to resolve tactical issues and create location-specific processes.","","","","2026-08-10T09:36:00.466677+00:00"
"USAJOBS","Firefighter","Central Intelligence Agency","https://www.usajobs.gov:443/job/758639900","As a Firefighter (non-supervisory), you will respond to and mitigate emergency incidents, to include fires, Haz Mat incidents, auto accidents, and provide emergency care to ill and injured persons.","$79891-$123072 PA","Washington, District of Columbia","As a Firefighter (non-supervisory), you will respond to and mitigate emergency incidents, to include fires, Haz Mat incidents, auto accidents, and provide emergency care to ill and injured persons.","","","","2026-08-10T09:36:00.467410+00:00"
"USAJOBS","Data Engineer","Central Intelligence Agency","https://www.usajobs.gov:443/job/759326100","DDI Data Engineers solve critical data challenges by building optimal data pipelines, analyzing and transforming data, and delivering data to systems to advance CIA's intelligence mission.","$74584-$156755 PA","Washington, District of Columbia","DDI Data Engineers solve critical data challenges by building optimal data pipelines, analyzing and transforming data, and delivering data to systems to advance CIA's intelligence mission.","","","","2026-08-10T09:36:00.468176+00:00"
"USAJOBS","Utility Engineer","Central Intelligence Agency","https://www.usajobs.gov:443/job/759402100","Utility Engineers oversee industrial utility systems and infrastructure deployed at Agency data centers worldwide.","$75332-$133142 PA","Washington, District of Columbia","Utility Engineers oversee industrial utility systems and infrastructure deployed at Agency data centers worldwide.","","","","2026-08-10T09:36:00.469260+00:00"
"USAJOBS","Organizational Psychologist","Central Intelligence Agency","https://www.usajobs.gov:443/job/764669300","Organizational Psychologists work in a consulting environment, eliciting client needs then designing, conducting, and reporting applied research to meet those requirements.","$179891-$288000 PA","Washington, District of Columbia","Organizational Psychologists work in a consulting environment, eliciting client needs then designing, conducting, and reporting applied research to meet those requirements.","","","","2026-08-10T09:36:00.469628+00:00"
"USAJOBS","Clinical Psychologist","Central Intelligence Agency","https://www.usajobs.gov:443/job/764671200","The CIA is seeking highly skilled and adaptable Clinical Psychologists to support national security through a range of psychological services including assessments, interventions, consultations, and training.","$179891-$288000 PA","Washington, District of Columbia","The CIA is seeking highly skilled and adaptable Clinical Psychologists to support national security through a range of psychological services including assessments, interventions, consultations, and training.","","","","2026-08-10T09:36:00.470144+00:00"
"USAJOBS","Finance Resource Officer","Central Intelligence Agency","https://www.usajobs.gov:443/job/772409300","Finance Resource Officers provide financial services, including financial calculations based on regulations and operational activities; analysis of programs and budgets; and other job functions.","$76726-$133964 PA","Washington, District of Columbia","Finance Resource Officers provide financial services, including financial calculations based on regulations and operational activities; analysis of programs and budgets; and other job functions.","","","","2026-08-10T09:36:00.470897+00:00"
"USAJOBS","Foreign Language Instructor","Central Intelligence Agency","https://www.usajobs.gov:443/job/789407600","Foreign Language Instructors provide CIA officers with the foreign language skills and cross-cultural savviness needed to live and work abroad. They also conduct regular language proficiency testing.","$85546-$133142 PA","Washington, District of Columbia","Foreign Language Instructors provide CIA officers with the foreign language skills and cross-cultural savviness needed to live and work abroad. They also conduct regular language proficiency testing.","","","","2026-08-10T09:36:00.471465+00:00"
"USAJOBS","AIRCRAFT ELECTRICIAN (Title 32)","Air National Guard Units","https://www.usajobs.gov:443/job/826299600","This position is located at the 149th MAI SQ, in San Antonio, TX. The position functions to analyze malfunctions, troubleshoot, remove, install, repair, modify, maintain, test, align, calibrate and certify the components of the aircraft electrical system the electronically and pneumatically controlled environmental system, and associated test equipment, and to certify these systems are air worthy. Texas is one of 9 states with NO state income tax.","$33.3-$38.85 PH","Kelly AFB, Texas","This position is located at the 149th MAI SQ, in San Antonio, TX. The position functions to analyze malfunctions, troubleshoot, remove, install, repair, modify, maintain, test, align, calibrate and certify the components of the aircraft electrical system the electronically and pneumatically controlled environmental system, and associated test equipment, and to certify these systems are air worthy. Texas is one of 9 states with NO state income tax.","","","","2026-08-10T09:36:00.472285+00:00"
"USAJOBS","Financial System Analyst","Department of Homeland Security Headquarters","https://www.usajobs.gov:443/job/831497100","1-year non-reimbursable assignment United States Secret Service Financial System Analyst Series Requested: 0501 Security Clearance: TS Onsite Only Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. You will be expected to perform as an incumbent in this position. Supervisory approval form must be signed. Read the entire announcement prior to submitting.","$101401-$185234 PA","Washington, District of Columbia","1-year non-reimbursable assignment United States Secret Service Financial System Analyst Series Requested: 0501 Security Clearance: TS Onsite Only Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. You will be expected to perform as an incumbent in this position. Supervisory approval form must be signed. Read the entire announcement prior to submitting.","","","","2026-08-10T09:36:00.473469+00:00"
"USAJOBS","GUEST SERVICES REPRESENTATIVE (MCGUIRE)","Air Mobility Command","https://www.usajobs.gov:443/job/835811200","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the All American Inn, McGuire AFB, NJ.","$15.92-$15.92 PH","McGuire AFB, New Jersey","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the All American Inn, McGuire AFB, NJ.","","","","2026-08-10T09:36:00.474513+00:00"
"USAJOBS","Operational Careers","Central Intelligence Agency","https://www.usajobs.gov:443/job/839089400","Discover an operational career at the CIA, where your creativity, critical thinking, discipline, teamwork, and unwavering dedication are vital in delivering foreign intelligence to U.S. Government policymakers. Immerse yourself in mission and purpose with global impact, while you help provide the United States with a tactical and strategic advantage. Please visit cia.gov/careers, to view all job opportunities currently available.","$72254-$109975 PA","Washington, District of Columbia","Discover an operational career at the CIA, where your creativity, critical thinking, discipline, teamwork, and unwavering dedication are vital in delivering foreign intelligence to U.S. Government policymakers. Immerse yourself in mission and purpose with global impact, while you help provide the United States with a tactical and strategic advantage. Please visit cia.gov/careers, to view all job opportunities currently available.","","","","2026-08-10T09:36:00.475014+00:00"
"USAJOBS","FOOD SERVICE WORKER (MVO)","Air Mobility Command","https://www.usajobs.gov:443/job/842910200","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the Food Truck at McGuire AFB, New Jersey.","$19.75-$19.75 PH","McGuire AFB, New Jersey","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the Food Truck at McGuire AFB, New Jersey.","","","","2026-08-10T09:36:00.476045+00:00"
"USAJOBS","AIRCRAFT ORDNANCE SYSTEMS MECHANIC (TITLE 32-INDEF)","Air National Guard Units","https://www.usajobs.gov:443/job/844777000","This position is part of the 149 Maintenance Squadron located on Kelly AFB in San Antonio, TX. The primary purposeof this position is to perform on and off equipment maintenance on aircraftegress systems, such as aircraft ejection seats, extraction and escape systems,egress components of jettison canopies, explosive components of escape hatches anddoors, and egress trainers. Texas is one of 9 states with NO state income tax.","$31.42-$36.64 PH","Kelly AFB, Texas","This position is part of the 149 Maintenance Squadron located on Kelly AFB in San Antonio, TX. The primary purposeof this position is to perform on and off equipment maintenance on aircraftegress systems, such as aircraft ejection seats, extraction and escape systems,egress components of jettison canopies, explosive components of escape hatches anddoors, and egress trainers. Texas is one of 9 states with NO state income tax.","","","","2026-08-10T09:36:00.476543+00:00"
"USAJOBS","Intelligence Research Specialist","Department of Homeland Security Headquarters","https://www.usajobs.gov:443/job/845309600","1-year non-reimbursable assignment U.S. Customs and Border Protection Intelligence Research Specialist Series Requested: 0132 Security Clearance: Top Secret/SCI Virtual/Remote: No Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. Supervisory approval form must be signed.","$91430-$161448 PA","Multiple Locations","1-year non-reimbursable assignment U.S. Customs and Border Protection Intelligence Research Specialist Series Requested: 0132 Security Clearance: Top Secret/SCI Virtual/Remote: No Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. Supervisory approval form must be signed.","","","","2026-08-10T09:36:00.477595+00:00"
"USAJOBS","Health Services Administrator (O-6 Billet) Supervisory","Immigration and Customs Enforcement","https://www.usajobs.gov:443/job/846588200","The Health Services Administrator supervises healthcare operations at large ICE Health Service Corps (IHSC) facilities, ensuring compliance with policies, and accreditation standards. Responsibilities include managing staff, overseeing contracts, monitoring programs, and maintaining high-quality care. The role requires adaptability in a detention setting. This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.","$1-$150000 PA","Elizabeth, New Jersey","The Health Services Administrator supervises healthcare operations at large ICE Health Service Corps (IHSC) facilities, ensuring compliance with policies, and accreditation standards. Responsibilities include managing staff, overseeing contracts, monitoring programs, and maintaining high-quality care. The role requires adaptability in a detention setting. This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.","","","","2026-08-10T09:36:00.478578+00:00"
"USAJOBS","Clinical Nurse Manager (O-6 Billet) Supervisory","Immigration and Customs Enforcement","https://www.usajobs.gov:443/job/846588300","The Clinical Nurse Manager oversees nursing services at ICE facilities, ensuring compliance with laws, regulations, and standards. Responsibilities include supervising staff, managing operations, and conducting training. The role requires advanced nursing expertise, leadership, and adaptability in high-tempo environments, including detention & staging facilities. This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.","$1-$150000 PA","Batavia, New York","The Clinical Nurse Manager oversees nursing services at ICE facilities, ensuring compliance with laws, regulations, and standards. Responsibilities include supervising staff, managing operations, and conducting training. The role requires advanced nursing expertise, leadership, and adaptability in high-tempo environments, including detention & staging facilities. This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.","","","","2026-08-10T09:36:00.479837+00:00"
"USAJOBS","Clinical Nurse Manager (O-6 Billet) Supervisory","Immigration and Customs Enforcement","https://www.usajobs.gov:443/job/846588400","The Clinical Nurse Manager oversees nursing services at ICE facilities, ensuring compliance with laws, regulations, and standards. Responsibilities include supervising staff, managing operations, and conducting training. The role requires advanced nursing expertise, leadership, and adaptability in high-tempo environments, including detention & staging facilities. This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.","$1-$150000 PA","Miami, Florida","The Clinical Nurse Manager oversees nursing services at ICE facilities, ensuring compliance with laws, regulations, and standards. Responsibilities include supervising staff, managing operations, and conducting training. The role requires advanced nursing expertise, leadership, and adaptability in high-tempo environments, including detention & staging facilities. This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.","","","","2026-08-10T09:36:00.481008+00:00"
"USAJOBS","Clinical Nurse Manager (O-6 Billet) Supervisory","Immigration and Customs Enforcement","https://www.usajobs.gov:443/job/846588500","The Clinical Nurse Manager oversees nursing services at ICE facilities, ensuring compliance with laws, regulations, and standards. Responsibilities include supervising staff, managing operations, and conducting training. The role requires advanced nursing expertise, leadership, and adaptability in high-tempo environments, including detention and staging facilities This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.","$1-$150000 PA","Tacoma, Washington","The Clinical Nurse Manager oversees nursing services at ICE facilities, ensuring compliance with laws, regulations, and standards. Responsibilities include supervising staff, managing operations, and conducting training. The role requires advanced nursing expertise, leadership, and adaptability in high-tempo environments, including detention and staging facilities This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.","","","","2026-08-10T09:36:00.482178+00:00"
"USAJOBS","Physician, Medical Asset Support Team (O-6 Billet) Non-Supervisory","Immigration and Customs Enforcement","https://www.usajobs.gov:443/job/846588600","The Physician, Medical Asset Support Team (MAST), provides direct patient care during ICE removal missions and DHS operations, including emergency response and medical oversight in austere environments. The role requires advanced medical expertise, adaptability, readiness for rapid deployment, and collaboration with multiple agencies and stakeholders. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.","$1-$150000 PA","Washington, District of Columbia","The Physician, Medical Asset Support Team (MAST), provides direct patient care during ICE removal missions and DHS operations, including emergency response and medical oversight in austere environments. The role requires advanced medical expertise, adaptability, readiness for rapid deployment, and collaboration with multiple agencies and stakeholders. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.","","","","2026-08-10T09:36:00.483347+00:00"
"USAJOBS","Psychiatric Advanced Practice Provider (O-4/O-5 Billet) Non-Supervisory","Immigration and Customs Enforcement","https://www.usajobs.gov:443/job/846588900","The Psychiatric Advanced Practice Provider delivers psychiatric care to ICE detainees, including evaluations, treatment plans, medication management, and crisis intervention. The role involves collaboration with psychiatrists, clinical directors, and consultants, mentoring peers, and supporting policy development. It requires psychiatric certification, clinical expertise, and adaptability to schedule changes. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.","$1-$150000 PA","Batavia, New York","The Psychiatric Advanced Practice Provider delivers psychiatric care to ICE detainees, including evaluations, treatment plans, medication management, and crisis intervention. The role involves collaboration with psychiatrists, clinical directors, and consultants, mentoring peers, and supporting policy development. It requires psychiatric certification, clinical expertise, and adaptability to schedule changes. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.","","","","2026-08-10T09:36:00.484471+00:00"
"USAJOBS","Psychiatric Advanced Practice Provider (O-4/O-5 Billet) Non-Supervisory","Immigration and Customs Enforcement","https://www.usajobs.gov:443/job/846589000","The Psychiatric Advanced Practice Provider delivers psychiatric care to ICE detainees, including evaluations, treatment plans, medication management, and crisis intervention. The role involves collaboration with psychiatrists, clinical directors, and consultants, mentoring peers, and supporting policy development. It requires psychiatric certification, clinical expertise, and adaptability to schedule changes. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.","$1-$150000 PA","El Paso, Texas","The Psychiatric Advanced Practice Provider delivers psychiatric care to ICE detainees, including evaluations, treatment plans, medication management, and crisis intervention. The role involves collaboration with psychiatrists, clinical directors, and consultants, mentoring peers, and supporting policy development. It requires psychiatric certification, clinical expertise, and adaptability to schedule changes. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.","","","","2026-08-10T09:36:00.485708+00:00"
"USAJOBS","Psychiatric Advanced Practice Provider (O-4/O-5 Billet) Non-Supervisory","Immigration and Customs Enforcement","https://www.usajobs.gov:443/job/846589100","The Psychiatric Advanced Practice Provider delivers psychiatric care to ICE detainees, including evaluations, treatment plans, medication management, and crisis intervention. The role involves collaboration with psychiatrists, clinical directors, and consultants, mentoring peers, and supporting policy development. It requires psychiatric certification, clinical expertise, and adaptability to schedule changes. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates","$1-$150000 PA","Jena, Louisiana","The Psychiatric Advanced Practice Provider delivers psychiatric care to ICE detainees, including evaluations, treatment plans, medication management, and crisis intervention. The role involves collaboration with psychiatrists, clinical directors, and consultants, mentoring peers, and supporting policy development. It requires psychiatric certification, clinical expertise, and adaptability to schedule changes. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates","","","","2026-08-10T09:36:00.486927+00:00"
"USAJOBS","Registered Nurse (O-4 Billet) Non-Supervisory","Immigration and Customs Enforcement","https://www.usajobs.gov:443/job/846590300","The Registered Nurse provides advanced nursing care to ICE detainees, including assessments, triage, medication administration, emergency response, and patient education. Responsibilities include leadership roles such as Charge Nurse or Team Lead, mentoring, and process development. The role requires clinical expertise, adaptability, and the ability to work in a multidisciplinary team in a detention setting. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.","$1-$150000 PA","Elizabeth, New Jersey","The Registered Nurse provides advanced nursing care to ICE detainees, including assessments, triage, medication administration, emergency response, and patient education. Responsibilities include leadership roles such as Charge Nurse or Team Lead, mentoring, and process development. The role requires clinical expertise, adaptability, and the ability to work in a multidisciplinary team in a detention setting. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.","","","","2026-08-10T09:36:00.488124+00:00"
"USAJOBS","Clinical Assistant Nurse Manager (O-5 Billet) Supervisory","Immigration and Customs Enforcement","https://www.usajobs.gov:443/job/846610800","The Clinical Assistant Nurse Manager supervises nursing services at ICE facilities, ensuring compliance with laws, policies, and standards. Responsibilities include staff supervision, quality assurance, and patient care. Requires RN licensure, 5+ years of clinical experience. Reports to the Nurse Manager (NM) and Regional NM, serving as acting NM as needed. This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.","$1-$150000 PA","Pearsall, Texas","The Clinical Assistant Nurse Manager supervises nursing services at ICE facilities, ensuring compliance with laws, policies, and standards. Responsibilities include staff supervision, quality assurance, and patient care. Requires RN licensure, 5+ years of clinical experience. Reports to the Nurse Manager (NM) and Regional NM, serving as acting NM as needed. This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.","","","","2026-08-10T09:36:00.489374+00:00"
"USAJOBS","Clinical Nurse Manager (O-6 Billet) Supervisory","Immigration and Customs Enforcement","https://www.usajobs.gov:443/job/846611000","The Clinical Nurse Manager oversees nursing services at ICE facilities, ensuring compliance with laws, policies, and standards. Requires RN licensure, 9+ years of clinical experience, and 3+ years of supervisory experience. Serves as part of the local leadership team and reports to the Regional Nurse Manager. This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.","$1-$150000 PA","Houston, Texas","The Clinical Nurse Manager oversees nursing services at ICE facilities, ensuring compliance with laws, policies, and standards. Requires RN licensure, 9+ years of clinical experience, and 3+ years of supervisory experience. Serves as part of the local leadership team and reports to the Regional Nurse Manager. This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.","","","","2026-08-10T09:36:00.490537+00:00"
"USAJOBS","Advanced Practice Provider (O-5 Billet) Supervisory","Immigration and Customs Enforcement","https://www.usajobs.gov:443/job/846616500","The Supervisory Advanced Practice Provider oversees Physician Assistants and Nurse Practitioners at the DHS IHSC facility, training, and schedules. Provides direct detainee care, performs evaluations, and prescribes medications. Requires licensure, certification, and 6+ years clinical experience. The Supervisory APP reports directly to the facility Clinical Director. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.","$1-$150000 PA","Tacoma, Washington","The Supervisory Advanced Practice Provider oversees Physician Assistants and Nurse Practitioners at the DHS IHSC facility, training, and schedules. Provides direct detainee care, performs evaluations, and prescribes medications. Requires licensure, certification, and 6+ years clinical experience. The Supervisory APP reports directly to the facility Clinical Director. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.","","","","2026-08-10T09:36:00.491594+00:00"
"USAJOBS","Advanced Practice Provider (O-3/O-4/O-5 Billet) Non-Supervisory","Immigration and Customs Enforcement","https://www.usajobs.gov:443/job/846623200","The Physician Assistant (PA) or Nurse Practitioner (NP) provides direct detainee care, including evaluations, minor procedures, and medication prescriptions. Coordinates referrals, ensures policy compliance, and mentors APPs. Requires licensure and certification. The incumbent reports directly to the Supervisory APP. If no Supervisory APP is on-site, the incumbent reports to the facility Clinical Director. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.","$1-$150000 PA","Eloy, Arizona","The Physician Assistant (PA) or Nurse Practitioner (NP) provides direct detainee care, including evaluations, minor procedures, and medication prescriptions. Coordinates referrals, ensures policy compliance, and mentors APPs. Requires licensure and certification. The incumbent reports directly to the Supervisory APP. If no Supervisory APP is on-site, the incumbent reports to the facility Clinical Director. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.","","","","2026-08-10T09:36:00.492795+00:00"
"USAJOBS","Compliance - Healthcare Risk Management Program Manager (O-5 Billet) Non-Supervisory","Immigration and Customs Enforcement","https://www.usajobs.gov:443/job/846626800","The Compliance - Healthcare Risk Management Program Manager oversees risk management within ICE/IHSC, focusing on preventing, reducing, and controlling organizational loss while improving healthcare and safety for detainees. Responsibilities include incident reporting, root cause analysis, and enhancing patient safety. Requires healthcare expertise, advanced education, and certification in risk management. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.","$1-$150000 PA","Washington, District of Columbia","The Compliance - Healthcare Risk Management Program Manager oversees risk management within ICE/IHSC, focusing on preventing, reducing, and controlling organizational loss while improving healthcare and safety for detainees. Responsibilities include incident reporting, root cause analysis, and enhancing patient safety. Requires healthcare expertise, advanced education, and certification in risk management. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.","","","","2026-08-10T09:36:00.494031+00:00"
"USAJOBS","Airway Transportation Systems Specialist (NAS)","Federal Aviation Administration","https://www.usajobs.gov:443/job/846693400","The Airway Transportation Systems Specialist (ATSS) will be assigned to the Boston ARTCC SOC (WEP31-ZBW).","$101536-$157367 PA","Nashua, New Hampshire","The Airway Transportation Systems Specialist (ATSS) will be assigned to the Boston ARTCC SOC (WEP31-ZBW).","","","","2026-08-10T09:36:00.495100+00:00"
"USAJOBS","MATHEMATICIAN","Air Force Civilian Career Training","https://www.usajobs.gov:443/job/846709100","The Palace Acquire Program offers you a permanent position upon completion of your formal training plan. As a Palace Acquire Intern you will experience both personal and professional growth while dealing effectively and ethically with change, complexity, and problem solving. The program offers a 3-year formal training plan with yearly salary increases. Promotions and salary increases are based upon your successful performance and supervisory approval.","$49960-$99314 PA","Multiple Locations","The Palace Acquire Program offers you a permanent position upon completion of your formal training plan. As a Palace Acquire Intern you will experience both personal and professional growth while dealing effectively and ethically with change, complexity, and problem solving. The program offers a 3-year formal training plan with yearly salary increases. Promotions and salary increases are based upon your successful performance and supervisory approval.","","","","2026-08-10T09:36:00.495560+00:00"
"USAJOBS","PHYSICAL SCIENTIST (ENVIRONMENTAL)","Air Force Civilian Career Training","https://www.usajobs.gov:443/job/846709200","The PALACE Acquire Program offers you a permanent position upon completion of your formal training plan. As a Palace Acquire Intern you will experience both personal and professional growth while dealing effectively and ethically with change, complexity, and problem solving. The program offers a 3-year formal training plan with yearly salary increases. Promotions and salary increases are based upon your successful performance and supervisory approval.","$49960-$99314 PA","Multiple Locations","The PALACE Acquire Program offers you a permanent position upon completion of your formal training plan. As a Palace Acquire Intern you will experience both personal and professional growth while dealing effectively and ethically with change, complexity, and problem solving. The program offers a 3-year formal training plan with yearly salary increases. Promotions and salary increases are based upon your successful performance and supervisory approval.","","","","2026-08-10T09:36:00.496590+00:00"
