"Portal","Job Title","Company","URL","About the job","Pay","Location","Summary","Requirements","Responsibilities","Benefits","Scraped At"
"USAJOBS","Catering Sales Coordinator NF-04","United States Army Installation Management Command","https://www.usajobs.gov:443/job/874334400","This position is located at Carlisle Barracks, Pennsylvania. Incentives and Bonuses Incentives will not be paid.","$55000-$62610 PA","Carlisle Barracks, Pennsylvania","This position is located at Carlisle Barracks, Pennsylvania. Incentives and Bonuses Incentives will not be paid.","","","","2026-08-10T09:31:30.332542+00:00"
"USAJOBS","SALES SPECIALIST NF2* (RPT) MCX MAIN EXCHANGE - MILITARY CLOTHING","U.S. Marine Corps","https://www.usajobs.gov:443/job/878923200","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","$19.19-$37.39 PH","Kaneohe, Hawaii","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","","","","2026-08-10T09:31:30.333028+00:00"
"USAJOBS","VCS - Retail Sales Associate - Tacoma WA","Veterans Health Administration","https://www.usajobs.gov:443/job/878166500","Now hiring: Team Members to provide exceptional service in our cafes and retail markets! The Veterans Canteen Service (VCS) located at the Tacoma, WA, VA Medical Center is seeking part-time Food Service Workers who enjoy working in a fast-paced environment and are committed to serving America's Heroes.","$19.59-$19.59 PH","Tacoma, Washington","Now hiring: Team Members to provide exceptional service in our cafes and retail markets! The Veterans Canteen Service (VCS) located at the Tacoma, WA, VA Medical Center is seeking part-time Food Service Workers who enjoy working in a fast-paced environment and are committed to serving America's Heroes.","","","","2026-08-10T09:31:30.334029+00:00"
"USAJOBS","Customer Service Clerk","Air Mobility Command","https://www.usajobs.gov:443/job/877804300","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the Redbank Golf Course located in Goose Creek, SC at the Naval Weapons Station. This position is a flexible position, may work 0-40 hours per week based on mission/programming requirements.","$15-$15 PH","Goose Creek, South Carolina","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the Redbank Golf Course located in Goose Creek, SC at the Naval Weapons Station. This position is a flexible position, may work 0-40 hours per week based on mission/programming requirements.","","","","2026-08-10T09:31:30.334834+00:00"
"USAJOBS","CUSTOMER SERVICES CLERK","Air Mobility Command","https://www.usajobs.gov:443/job/873669800","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the oint Base Charleston Wrenwoods Golf Course SC. The position will occasionally work at the Redbank Golf course located on the Naval Weapons Station and the schedule will be determined by the needs of the facility..","$15-$15 PH","Charleston AFB, South Carolina","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the oint Base Charleston Wrenwoods Golf Course SC. The position will occasionally work at the Redbank Golf course located on the Naval Weapons Station and the schedule will be determined by the needs of the facility..","","","","2026-08-10T09:31:30.335565+00:00"
"USAJOBS","Cashier-Checker","Air Combat Command","https://www.usajobs.gov:443/job/879012300","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the Silver Sage Event Center at Mountain Home AFB, ID. This is a Flexible position with no guaranteed work hours, but may work up to 40 hours per week. This position does not offer benefits. The primary purpose of this position is to sells a variety of merchandise items such as prepackaged snacks, tobacco products, candy, etc.","$15-$15 PH","Mountain Home AFB, Idaho","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the Silver Sage Event Center at Mountain Home AFB, ID. This is a Flexible position with no guaranteed work hours, but may work up to 40 hours per week. This position does not offer benefits. The primary purpose of this position is to sells a variety of merchandise items such as prepackaged snacks, tobacco products, candy, etc.","","","","2026-08-10T09:31:30.336359+00:00"
"USAJOBS","Cashier-Checker (Bomber Bistro)","Air Force Global Strike Command","https://www.usajobs.gov:443/job/873036600","About the position: This position will be a CASHIER-CHECKER assigned to BOMBER BISTRO at Minot AFB, ND. This is a FLEXIBLE (FLEX) position. A Flex (Intermittent) schedule does not have guaranteed hours, and you may work 0-40 hours per week as needed by the facility. Employees are eligible to use the fitness center, golf course, bowling center, clubs, and swimming pool.","$15-$15 PH","Minot AFB, North Dakota","About the position: This position will be a CASHIER-CHECKER assigned to BOMBER BISTRO at Minot AFB, ND. This is a FLEXIBLE (FLEX) position. A Flex (Intermittent) schedule does not have guaranteed hours, and you may work 0-40 hours per week as needed by the facility. Employees are eligible to use the fitness center, golf course, bowling center, clubs, and swimming pool.","","","","2026-08-10T09:31:30.337411+00:00"
"USAJOBS","CASHIER-CHECKER (BOWLING)","United States Space Force","https://www.usajobs.gov:443/job/879106800","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the 45th Force Support Squadron, Shark Lanes Bowling Center and Bistro on Patrick SFB, FL. Requires flexible availability for rotating shifts, including days, evenings, weekends, holidays, and special events.","$15-$15.5 PH","Patrick AFB, Florida","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the 45th Force Support Squadron, Shark Lanes Bowling Center and Bistro on Patrick SFB, FL. Requires flexible availability for rotating shifts, including days, evenings, weekends, holidays, and special events.","","","","2026-08-10T09:31:30.338301+00:00"
"USAJOBS","Waiter NA-02","United States Army Installation Management Command","https://www.usajobs.gov:443/job/878317300","This position is located at Morale Welfare Recreation Fund Food, Beverage, and Entertainment Private Parties Food Sales, Aberdeen Proving Ground, Maryland. Incentives and Bonuses Incentives will not be paid.","$18.52-$21.62 PH","Aberdeen Proving Ground, Maryland","This position is located at Morale Welfare Recreation Fund Food, Beverage, and Entertainment Private Parties Food Sales, Aberdeen Proving Ground, Maryland. Incentives and Bonuses Incentives will not be paid.","","","","2026-08-10T09:31:30.339001+00:00"
"USAJOBS","Recreation Aid (Golf Course)","Air Force Materiel Command","https://www.usajobs.gov:443/job/878889600","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the Golf operations at Wright-Patt AFB. Performs any or all of the following duties; issues clubs to members; cleans and inspects clubs for damages; stores equipment in appropriate location, etc.","$15.63-$15.63 PH","Wright-Patterson AFB, Ohio","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the Golf operations at Wright-Patt AFB. Performs any or all of the following duties; issues clubs to members; cleans and inspects clubs for damages; stores equipment in appropriate location, etc.","","","","2026-08-10T09:31:30.339569+00:00"
"USAJOBS","CASHIER-CHECKER","Air Education and Training Command","https://www.usajobs.gov:443/job/879842000","Now hiring a friendly, dependable Cashier-Checker at our Bowling Center! If you enjoy customer service, a fun atmosphere, and a fast-paced environment, apply today and help create great guest experiences. Work Schedule: Flexible, 0 to 40 hours weekly Dual Employment Authorized, not to exceed 40 hours weekly between both NAF positions","$15-$15 PH","Vance AFB, Oklahoma","Now hiring a friendly, dependable Cashier-Checker at our Bowling Center! If you enjoy customer service, a fun atmosphere, and a fast-paced environment, apply today and help create great guest experiences. Work Schedule: Flexible, 0 to 40 hours weekly Dual Employment Authorized, not to exceed 40 hours weekly between both NAF positions","","","","2026-08-10T09:31:30.340285+00:00"
"USAJOBS","MWR Snack Bar Operator","Commander, Navy Installations Command","https://www.usajobs.gov:443/job/879849000","This position is located in the Admiral Baker Clubhouse within the Morale, Welfare and Recreation Department of the Southwest Region. The primary purpose of this position is to sell snack food and beverage items to patrons of the snack bar. Also prepares simple foods and prepackaged snacks that require heating and ensure cleanliness of snack bar. Incumbent is assigned to Admiral Baker.","$21.28-$21.28 PH","San Diego, California","This position is located in the Admiral Baker Clubhouse within the Morale, Welfare and Recreation Department of the Southwest Region. The primary purpose of this position is to sell snack food and beverage items to patrons of the snack bar. Also prepares simple foods and prepackaged snacks that require heating and ensure cleanliness of snack bar. Incumbent is assigned to Admiral Baker.","","","","2026-08-10T09:31:30.341101+00:00"
"USAJOBS","Food Service Worker (Expediter) NA-02","United States Army Installation Management Command","https://www.usajobs.gov:443/job/866039900","This position is located at Fort AP Hill, Virginia. Incentives and Bonuses Incentives will not be paid.","$17.95-$20.96 PH","Fort AP Hill, Virginia","This position is located at Fort AP Hill, Virginia. Incentives and Bonuses Incentives will not be paid.","","","","2026-08-10T09:31:30.341938+00:00"
"USAJOBS","Food Service Worker NA-02","United States Army Installation Management Command","https://www.usajobs.gov:443/job/879851000","This position is located at Fort AP Hill, Virginia. Incentives and Bonuses Incentives will not be paid.","$17.95-$20.96 PH","Fort AP Hill, Virginia","This position is located at Fort AP Hill, Virginia. Incentives and Bonuses Incentives will not be paid.","","","","2026-08-10T09:31:30.342327+00:00"
"USAJOBS","Cook Leader NL-04","United States Army Installation Management Command","https://www.usajobs.gov:443/job/879851100","This position is located at Fort AP Hill, Virginia. Incentives and Bonuses Incentives will not be paid.","$21.63-$25.23 PH","Fort AP Hill, Virginia","This position is located at Fort AP Hill, Virginia. Incentives and Bonuses Incentives will not be paid.","","","","2026-08-10T09:31:30.342693+00:00"
"USAJOBS","Commercial Sponsorship Coordinator","Commander, Navy Installations Command","https://www.usajobs.gov:443/job/878803700","This position is assigned to the Nonappropriated Fund (NAF) Marketing and Communications Branch; Fleet and Family Readiness Support Services, Commander, Navy Installations Command (CNIC); Millington, TN. Incumbent is assigned to CNIC Headquarters (HQ) responsible for the total Commercial Sponsorship and Advertising Sales Program for CNIC's Fleet and Family Readiness (FFR) organization.","$90000-$110000 PA","Multiple Locations","This position is assigned to the Nonappropriated Fund (NAF) Marketing and Communications Branch; Fleet and Family Readiness Support Services, Commander, Navy Installations Command (CNIC); Millington, TN. Incumbent is assigned to CNIC Headquarters (HQ) responsible for the total Commercial Sponsorship and Advertising Sales Program for CNIC's Fleet and Family Readiness (FFR) organization.","","","","2026-08-10T09:31:30.343116+00:00"
"USAJOBS","Merchandising Specialist","U.S. Mint","https://www.usajobs.gov:443/job/878613800","This position is located at US Mint,Office of the Director - Sales Operations Branch. As a Merchandising Specialist, you will be responsible for the entire item master and all merchandising, warehousing, inventory, and shipping functions in the Order Management System. This position essentially serves as Senior Inventory Management Specialist.","$121785-$158322 PA","Washington, District of Columbia","This position is located at US Mint,Office of the Director - Sales Operations Branch. As a Merchandising Specialist, you will be responsible for the entire item master and all merchandising, warehousing, inventory, and shipping functions in the Order Management System. This position essentially serves as Senior Inventory Management Specialist.","","","","2026-08-10T09:31:30.343997+00:00"
"USAJOBS","FOREIGN MILITARY ASSISTANCE SPECIALIST (Country Program Manager)","Naval Education and Training Command","https://www.usajobs.gov:443/job/879080400","You will serve as a FOREIGN MILITARY ASSISTANCE SPECIALIST (Country Program Manager) in the Country Program Management Division of NET SEC ASTFLD ACT.","$89508-$116362 PA","Naval Air Station Pensacola, Florida","You will serve as a FOREIGN MILITARY ASSISTANCE SPECIALIST (Country Program Manager) in the Country Program Management Division of NET SEC ASTFLD ACT.","","","","2026-08-10T09:31:30.344739+00:00"
"USAJOBS","Experience Specialist NF2","U.S. Marine Corps","https://www.usajobs.gov:443/job/871449800","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","$16-$18 PH","Quantico, Virginia","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","","","","2026-08-10T09:31:30.345268+00:00"
"USAJOBS","BRAND INTEGRITY ASSOCIATE NF1","U.S. Marine Corps","https://www.usajobs.gov:443/job/879449700","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","$16.9-$16.9 PH","Twentynine Palms, California","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","","","","2026-08-10T09:31:30.346223+00:00"
"USAJOBS","EXPERIENCE SPECIALIST NF-2","U.S. Marine Corps","https://www.usajobs.gov:443/job/878519800","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","$21.28-$21.28 PH","Marine Corps Air Station Miramar, California","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","","","","2026-08-10T09:31:30.347683+00:00"
"USAJOBS","Experience Specialist (Cash Cage) NF2","U.S. Marine Corps","https://www.usajobs.gov:443/job/878888300","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","$16-$18 PH","Quantico, Virginia","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","","","","2026-08-10T09:31:30.348637+00:00"
"USAJOBS","EXPERIENCE SPECIALIST, NF-1101-02","U.S. Marine Corps","https://www.usajobs.gov:443/job/879748100","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","$16.92-$16.92 PH","Jacksonville, North Carolina","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","","","","2026-08-10T09:31:30.349601+00:00"
"USAJOBS","Recreation Assistant (Clubhouse)","Pacific Air Forces","https://www.usajobs.gov:443/job/879486500","About the position: This position is Non-Appropriated Fund (NAF) and will be assigned to the Moose Run Golf Course on Joint Base Elmendorf-Richardson, AK. This is a Seasonal position Not-To-Exceed 31-OCT-2026. This position is Flexible, meaning you are guaranteed a minimum of 0 hours per week to a maximum of 40 hours per week. Your schedule will depend on needs of the facility.","$16.8-$16.8 PH","Fort Richardson, Alaska","About the position: This position is Non-Appropriated Fund (NAF) and will be assigned to the Moose Run Golf Course on Joint Base Elmendorf-Richardson, AK. This is a Seasonal position Not-To-Exceed 31-OCT-2026. This position is Flexible, meaning you are guaranteed a minimum of 0 hours per week to a maximum of 40 hours per week. Your schedule will depend on needs of the facility.","","","","2026-08-10T09:31:30.350545+00:00"
"USAJOBS","Catering Manager NF-04","United States Army Installation Management Command","https://www.usajobs.gov:443/job/868149500","This position is located at the West Point Club. Incentives and Bonuses Incentives may be authorized if it is determined to be in the best interest of the Government. This position is entitled to percentage based commissions in addition to salary.","$52727-$59000 PA","West Point, New York","This position is located at the West Point Club. Incentives and Bonuses Incentives may be authorized if it is determined to be in the best interest of the Government. This position is entitled to percentage based commissions in addition to salary.","","","","2026-08-10T09:31:30.351403+00:00"
"USAJOBS","VCS-Assistant Canteen Chief- West Roxbury NY","Veterans Health Administration","https://www.usajobs.gov:443/job/879456600","Are you seeking a better work-life balance? Join an exceptional organization that prioritizes Veterans for an outstanding career! With over 80 years of serving our nation's Veterans, the Veterans Canteen Service (VCS) is currently seeking a dynamic Assistant General Manager for our West Roxbury, NY VA Medical Center Canteen. Join our fast-paced environment if you have a passion for our Veterans and their families, along with prior multi-unit experience.","$54525-$54525 PA","Roxbury, New York","Are you seeking a better work-life balance? Join an exceptional organization that prioritizes Veterans for an outstanding career! With over 80 years of serving our nation's Veterans, the Veterans Canteen Service (VCS) is currently seeking a dynamic Assistant General Manager for our West Roxbury, NY VA Medical Center Canteen. Join our fast-paced environment if you have a passion for our Veterans and their families, along with prior multi-unit experience.","","","","2026-08-10T09:31:30.352095+00:00"
"USAJOBS","VCS Assistant Canteen Chief - Ann Arbor","Veterans Health Administration","https://www.usajobs.gov:443/job/879803400","***$3000.00 Recruitment Bonus*** Are you seeking a better work-life balance? Join an exceptional organization that prioritizes Veterans for an outstanding career! With over 80 years of serving our nation's Veterans, the Veterans Canteen Service (VCS) is currently seeking a dynamic Assistant General Manager for our Ann Arbor, MI VA Medical Center Canteen. Join our fast-paced environment if you have a passion for our Veterans and their families, along with prior multi-unit experience.","$61642-$61642 PA","Ann Arbor, Michigan","***$3000.00 Recruitment Bonus*** Are you seeking a better work-life balance? Join an exceptional organization that prioritizes Veterans for an outstanding career! With over 80 years of serving our nation's Veterans, the Veterans Canteen Service (VCS) is currently seeking a dynamic Assistant General Manager for our Ann Arbor, MI VA Medical Center Canteen. Join our fast-paced environment if you have a passion for our Veterans and their families, along with prior multi-unit experience.","","","","2026-08-10T09:31:30.353183+00:00"
"USAJOBS","RECREATION ASSISTANT (OUTDOOR RECREATION)","United States Space Force","https://www.usajobs.gov:443/job/879424300","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the Outdoor Recreation Facility. This position requires shift work to provide coverage on days, evenings, weekends, holidays, or special situations. Scheduled hours will be 20-34 per week. Must be able to lift and carry objects weighing 40 pounds or more.","$16.8-$17 PH","Patrick AFB, Florida","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the Outdoor Recreation Facility. This position requires shift work to provide coverage on days, evenings, weekends, holidays, or special situations. Scheduled hours will be 20-34 per week. Must be able to lift and carry objects weighing 40 pounds or more.","","","","2026-08-10T09:31:30.354551+00:00"
"USAJOBS","Director of Marketing and Sponsorship NF-04","United States Army Installation Management Command","https://www.usajobs.gov:443/job/877964500","This position is located at White Sands Missile Range - DFMWR Marketing Team, NM. To better expedite the hiring process, we recommend including your full contact information and professional references on your resume. Incentives and Bonuses Retention incentives will be offered. The selected candidate will receive a $1000 bonus after successful completion of the first year of employment and an additional $1000 bonus after successful completion of the second year of employment.","$65000-$72000 PA","White Sands Missile Range, New Mexico","This position is located at White Sands Missile Range - DFMWR Marketing Team, NM. To better expedite the hiring process, we recommend including your full contact information and professional references on your resume. Incentives and Bonuses Retention incentives will be offered. The selected candidate will receive a $1000 bonus after successful completion of the first year of employment and an additional $1000 bonus after successful completion of the second year of employment.","","","","2026-08-10T09:31:30.355436+00:00"
"USAJOBS","FOOD AND BEVERAGE COORDINATOR","Air Force Global Strike Command","https://www.usajobs.gov:443/job/878917000","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to Bandit Lanes and is a Regular position with 20 guaranteed hours. You are also eligible for NAF benefits such as: Health & Dental Insurance Life Insurance 401k with Employer Matching Contribution AFNAF Retirement Plan with Employer Contribution Paid Time Off and Paid Sick Leave Paid Federal Holidays Tuition Assistance","$20-$20 PH","Ellsworth AFB, South Dakota","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to Bandit Lanes and is a Regular position with 20 guaranteed hours. You are also eligible for NAF benefits such as: Health & Dental Insurance Life Insurance 401k with Employer Matching Contribution AFNAF Retirement Plan with Employer Contribution Paid Time Off and Paid Sick Leave Paid Federal Holidays Tuition Assistance","","","","2026-08-10T09:31:30.356619+00:00"
"USAJOBS","Purchasing Agent","Veterans Health Administration","https://www.usajobs.gov:443/job/878982300","This position primarily performs Purchasing Agent work to acquire supplies, services, and construction by purchase, rental, or lease through (a) delivery orders and/or (b) small purchase procedures. The work requires knowledge of policies and procedures for delivery orders and small purchases. This work also requires knowledge of commercial supply sources and common business practices related to sales, prices, discounts, units of measurement, deliveries, stocks, and shipments.","$45409-$59031 PA","Biloxi, Mississippi","This position primarily performs Purchasing Agent work to acquire supplies, services, and construction by purchase, rental, or lease through (a) delivery orders and/or (b) small purchase procedures. The work requires knowledge of policies and procedures for delivery orders and small purchases. This work also requires knowledge of commercial supply sources and common business practices related to sales, prices, discounts, units of measurement, deliveries, stocks, and shipments.","","","","2026-08-10T09:31:30.357584+00:00"
"USAJOBS","Recreation Assistant (Golf Course)","Air Combat Command","https://www.usajobs.gov:443/job/876102400","About the position: This is a Flexible (intermittent) position, with no guaranteed hours; however, may be scheduled to work up to 40 hours per week, and will be assigned to the Eaglewood Golf Course at Langley Air Force Base, VA.","$16.5-$16.5 PH","Langley AFB, Virginia","About the position: This is a Flexible (intermittent) position, with no guaranteed hours; however, may be scheduled to work up to 40 hours per week, and will be assigned to the Eaglewood Golf Course at Langley Air Force Base, VA.","","","","2026-08-10T09:31:30.358587+00:00"
"USAJOBS","Bowling Center Manager","Commander, Navy Installations Command","https://www.usajobs.gov:443/job/877675100","This position is located in the Bowling Section of the Business Activities Branch, Morale, Welfare and Recreation (MWR) Department, Naval Air Station (NAS) Sigonella, Italy. The purpose of this position is to plan and carry out a comprehensive bowling program to meet the needs of eligible patrons.","$19.7-$26 PH","Sigonella Sicily, Italy","This position is located in the Bowling Section of the Business Activities Branch, Morale, Welfare and Recreation (MWR) Department, Naval Air Station (NAS) Sigonella, Italy. The purpose of this position is to plan and carry out a comprehensive bowling program to meet the needs of eligible patrons.","","","","2026-08-10T09:31:30.359191+00:00"
"USAJOBS","Recreation Fee Technician (Seasonal)","National Park Service","https://www.usajobs.gov:443/job/879673900","You will serve as a Recreation Fee Technician (Seasonal) for Pictured Rocks National Lakeshore. Recreation Fee Technicians collect and account for fees at various locations interacting with visitors and sharing information. Serve as front-line representative to answer questions and offer guidance to guests. You may be required to work on-call, evenings, weekends, holidays, overtime and shift work.","$19.52-$25.37 PH","Munising, Michigan","You will serve as a Recreation Fee Technician (Seasonal) for Pictured Rocks National Lakeshore. Recreation Fee Technicians collect and account for fees at various locations interacting with visitors and sharing information. Serve as front-line representative to answer questions and offer guidance to guests. You may be required to work on-call, evenings, weekends, holidays, overtime and shift work.","","","","2026-08-10T09:31:30.359955+00:00"
"USAJOBS","Correctional Officer - Recruitment Incentive - Direct Hire","Bureau of Prisons/Federal Prison System","https://www.usajobs.gov:443/job/879867100","Corrections professionals who foster a humane and secure environment and ensure public safety by preparing individuals for successful reentry into our communities.","$43693-$98113 PA","Multiple Locations","Corrections professionals who foster a humane and secure environment and ensure public safety by preparing individuals for successful reentry into our communities.","","","","2026-08-10T09:31:30.361203+00:00"
"USAJOBS","Teller","Defense Commissary Agency","https://www.usajobs.gov:443/job/878662200","Teller independently as part of a team in commissary store within the Defense Commissary Agency (DeCA) system. The purpose of this position is to control and account for all funds received and deposited daily as part of commissary store operations. Read the entire announcement before starting the application process.","$17.82-$22.68 PH","Maxwell AFB, Alabama","Teller independently as part of a team in commissary store within the Defense Commissary Agency (DeCA) system. The purpose of this position is to control and account for all funds received and deposited daily as part of commissary store operations. Read the entire announcement before starting the application process.","","","","2026-08-10T09:31:30.361725+00:00"
"USAJOBS","VCS - Patient Services Manager/ Registered Dietitian - Danville IL","Veterans Health Administration","https://www.usajobs.gov:443/job/873456300","The Veterans Canteen Service (VCS) is currently conducting a recruitment search for a Patient Services Manager (Registered Dietitian) to serve as Assistant Canteen Chief in Danville, IL. This role oversees all aspects of canteen operations, including retail, food service, vending, sales, merchandising, and accountability. Join our team and receive a $7,500 Recruitment Bonus!","$89510-$89510 PA","Danville, Illinois","The Veterans Canteen Service (VCS) is currently conducting a recruitment search for a Patient Services Manager (Registered Dietitian) to serve as Assistant Canteen Chief in Danville, IL. This role oversees all aspects of canteen operations, including retail, food service, vending, sales, merchandising, and accountability. Join our team and receive a $7,500 Recruitment Bonus!","","","","2026-08-10T09:31:30.362494+00:00"
"USAJOBS","Leisure Travel Manager NF-04","United States Army Installation Management Command","https://www.usajobs.gov:443/job/879418600","This position is located at the Leisure Travel Services on Fort Bliss. To better expedite the hiring process, we recommend including full contact information (name, address, phone number, email, etc.) for professional and personal references on your resume. Incentives and Bonuses Incentives will not be paid.","$66862-$69601 PA","Fort Bliss, Texas","This position is located at the Leisure Travel Services on Fort Bliss. To better expedite the hiring process, we recommend including full contact information (name, address, phone number, email, etc.) for professional and personal references on your resume. Incentives and Bonuses Incentives will not be paid.","","","","2026-08-10T09:31:30.363444+00:00"
"USAJOBS","BUDGET ANALYST T32","Army National Guard Units","https://www.usajobs.gov:443/job/857598500","THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for a BUDGET ANALYST T32, PDD1008000 and is part of the AZ G4, National Guard.","$64564-$83938 PA","Phoenix, Arizona","THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for a BUDGET ANALYST T32, PDD1008000 and is part of the AZ G4, National Guard.","","","","2026-08-10T09:31:30.364210+00:00"
"USAJOBS","Laborer NA-02","United States Army Installation Management Command","https://www.usajobs.gov:443/job/876894300","This position is located at: Lone Star Conference Center- Fort Hood, Texas. The Lone Star Conference Center consists of 10 well-equipped and sophisticated rooms to accommodate gatherings and celebrations, a decorating department and sales office. Dedicated to preserving military tradition, to include military ceremonies, festive weddings and parties. This is an open continuous announcement. All qualified applicants will be forwarded to management on a weekly or as needed basis.","$18.04-$21.05 PH","Fort Hood, Texas","This position is located at: Lone Star Conference Center- Fort Hood, Texas. The Lone Star Conference Center consists of 10 well-equipped and sophisticated rooms to accommodate gatherings and celebrations, a decorating department and sales office. Dedicated to preserving military tradition, to include military ceremonies, festive weddings and parties. This is an open continuous announcement. All qualified applicants will be forwarded to management on a weekly or as needed basis.","","","","2026-08-10T09:31:30.364782+00:00"
"USAJOBS","Lead Supply Technician","Government Publishing Office","https://www.usajobs.gov:443/job/878227400","GPO employees possess a diverse array of talent in many administrative fields and trades. We provide other agencies with innovative services for the printing, publishing, storage, and distribution of digital content. If you are an energetic, inventive individual looking for a challenging, yet rewarding career opportunity, GPO may be the place for you. This position is part of the Government Publication Sales, Government Publishing Office in Washington, District of Columbia . .","$51792-$67331 PA","Pueblo, Colorado","GPO employees possess a diverse array of talent in many administrative fields and trades. We provide other agencies with innovative services for the printing, publishing, storage, and distribution of digital content. If you are an energetic, inventive individual looking for a challenging, yet rewarding career opportunity, GPO may be the place for you. This position is part of the Government Publication Sales, Government Publishing Office in Washington, District of Columbia . .","","","","2026-08-10T09:31:30.365989+00:00"
"USAJOBS","GENERAL ENGINEER","Naval Air Systems Command","https://www.usajobs.gov:443/job/878510700","You will serve as a Combat Survivability Engineer in support of the F-35 Lightning II Joint Program Office (JPO) leading the development and support of system survivability technologies for the fifth-generation joint strike fighter (JSF) for the U.S. Navy, U.S. Marine Corps, international partners and foreign military sales customers. You will be a General Engineer in the Systems Engineering Department, Combat Survivability Division of NAVAIRWARCENAC DIV.","$102415-$158322 PA","Arlington County, Virginia","You will serve as a Combat Survivability Engineer in support of the F-35 Lightning II Joint Program Office (JPO) leading the development and support of system survivability technologies for the fifth-generation joint strike fighter (JSF) for the U.S. Navy, U.S. Marine Corps, international partners and foreign military sales customers. You will be a General Engineer in the Systems Engineering Department, Combat Survivability Division of NAVAIRWARCENAC DIV.","","","","2026-08-10T09:31:30.367163+00:00"
